word,expansion,recession,pct_diff,direction
grey,27.16336579316307,30.165070748895133,11.050563389635542,Higher in recessions
red,74.00653945902982,75.94613898992029,2.6208488399382976,Higher in recessions
blue,41.081477840115056,41.728017967128935,1.5737995831847797,Higher in recessions
white,115.68183298531578,114.34972550152253,-1.1515269506166488,Lower in recessions
green,51.28748030290895,50.53371763732348,-1.4696816087155762,Lower in recessions
black,82.35312617173241,76.31472450057491,-7.332328415275356,Lower in recessions
dark,56.241519474361056,50.14080401551464,-10.847351771190255,Lower in recessions
bright,32.61028809500041,27.58703759940395,-15.40388260589024,Lower in recessions
golden,16.274973076593408,12.623617394264368,-22.435402290037597,Lower in recessions
